5,1,false,true,100,32
5,1,false,true,500,32
5,1,false,true,1000,32
5,1,false,true,2000,32
5,1,false,true,5000,32
5,1,false,true,7000,32
5,1,false,true,10000,32
5,1,false,true,12000,32
5,1,true,true,100,32
5,1,true,true,500,32
5,1,true,true,1000,32
5,1,true,true,2000,32
5,1,true,true,5000,32
5,1,true,true,7000,32
5,1,true,true,10000,32
5,1,true,true,12000,32
5,2,true,true,100,32
5,2,true,true,500,32
5,2,true,true,1000,32
5,2,true,true,2000,32
5,2,true,true,5000,32
5,2,true,true,7000,32
5,2,true,true,10000,32
5,2,true,true,12000,32
